

id,url,Timestamp,Title  1,http://stackoverflow.com/questions/17535514/lucene-highlighter,14:48:03,stored,indexed,tokenized<title:java - Lucene highlighter - Stack Overflow>

id,url,Timestamp,Title  2,http://stackoverflow.com,14:48:08,stored,indexed,tokenized<title:Stack Overflow>

id,url,Timestamp,Title  3,http://stackoverflow.com/questions,14:48:09,stored,indexed,tokenized<title:Newest Questions - Stack Overflow>

id,url,Timestamp,Title  4,http://stackoverflow.com/jobs,14:48:10,stored,indexed,tokenized<title:Developer Jobs, Programming Jobs & More - Stack Overflow>

id,url,Timestamp,Title  5,http://stackoverflow.com/documentation,14:48:10,stored,indexed,tokenized<title:Documentation - Stack Overflow>

id,url,Timestamp,Title  6,http://stackoverflow.com/tags,14:48:11,stored,indexed,tokenized<title:Tags - Stack Overflow>

id,url,Timestamp,Title  7,http://chat.stackoverflow.com,14:48:11,stored,indexed,tokenized<title:all rooms | chat.stackoverflow.com>

id,url,Timestamp,Title  9,http://stackoverflow.com/users,14:48:12,stored,indexed,tokenized<title:Users - Stack Overflow>

id,url,Timestamp,Title  10,https://meta.stackoverflow.com,14:48:12,stored,indexed,tokenized<title:Meta Stack Overflow>

id,url,Timestamp,Title  11,https://stackoverflow.blog,14:48:13,stored,indexed,tokenized<title:Stack Overflow Blog - A destination for all things related to development at Stack Overflow>

id,url,Timestamp,Title  12,http://stackoverflow.com/help,14:48:13,stored,indexed,tokenized<title:Help Center - Stack Overflow>

id,url,Timestamp,Title  13,http://stackexchange.com/legal/privacy-policy,14:48:13,stored,indexed,tokenized<title:Privacy Policy - Stack Exchange>

id,url,Timestamp,Title  14,https://www.stackoverflowbusiness.com,14:48:13,stored,indexed,tokenized<title:Stack Overflow Business | Stack Overflow>

id,url,Timestamp,Title  15,http://stackexchange.com/legal/terms-of-service,14:48:14,stored,indexed,tokenized<title:Terms of Service - Stack Exchange>

id,url,Timestamp,Title  16,https://stackoverflow.com/users/signup,14:48:14,stored,indexed,tokenized<title:Sign Up - Stack Overflow>

id,url,Timestamp,Title  17,https://www.stackoverflowbusiness.com/advertise,14:48:14,stored,indexed,tokenized<title:Home | Advertise on Stack Overflow>

id,url,Timestamp,Title  18,https://stackexchange.com/questions,14:48:15,stored,indexed,tokenized<title:Hot Questions - Stack Exchange>

id,url,Timestamp,Title  19,https://stackoverflow.com/users/login,14:48:15,stored,indexed,tokenized<title:Log In - Stack Overflow>

id,url,Timestamp,Title  20,https://www.stackoverflowbusiness.com/talent,14:48:15,stored,indexed,tokenized<title:Stack Overflow Talent - Hiring Developers | Stack Overflow>

id,url,Timestamp,Title  21,http://stackoverflow.com/tour,14:48:15,stored,indexed,tokenized<title:Tour - Stack Overflow>

id,url,Timestamp,Title  22,https://stackexchange.com/legal,14:48:16,stored,indexed,tokenized<title:Terms of Service - Stack Exchange>

id,url,Timestamp,Title  23,http://lucene.apache.org/core/4_0_0/highlighter/org/apache/lucene/search/highlight/package-summary.html,14:48:16,stored,indexed,tokenized<title:org.apache.lucene.search.highlight (Lucene 4.0.0 API)>

id,url,Timestamp,Title  24,http://stackoverflow.com/company/about,14:48:16,stored,indexed,tokenized<title:About - Stack Overflow - Stack Overflow>

id,url,Timestamp,Title  25,https://stackexchange.com/legal/privacy-policy,14:48:16,stored,indexed,tokenized<title:Privacy Policy - Stack Exchange>

id,url,Timestamp,Title  26,http://stackoverflow.com/questions/tagged/java,14:48:17,stored,indexed,tokenized<title:Newest 'java' Questions - Stack Overflow>

id,url,Timestamp,Title  27,http://stackexchange.com/sites,14:48:17,stored,indexed,tokenized<title:All Sites - Stack Exchange>

id,url,Timestamp,Title  28,http://vnarcher.blogspot.de/2012/04/highlighting-text-with-lucene.html,14:48:18,stored,indexed,tokenized<title:Things happened in my life: Highlighting text with Lucene Highlighter>

